situation,clue,thought,polarity
I was batting my eyelashes and flirting with the waiter . , he was smiling back at me . , he is attracted to me . ,1
I was batting my eyelashes and flirting with the waiter . , he kept blushing and averting his gaze . , he is attracted to me . ,1
I was batting my eyelashes and flirting with the waiter . , he gave me his phone number . , he is attracted to me . ,1
I was batting my eyelashes and flirting with the waiter . , I have used this method in the past and it has worked . , he will respond positively . ,1
I was batting my eyelashes and flirting with the waiter . , I have given him signals that I'm interested . , he will respond positively . ,1
I was batting my eyelashes and flirting with the waiter . , I am being  extra nice . , he is going to give me a free  dessert . ,1
I was batting my eyelashes and flirting with the waiter . , he smiled back at me . , he is going to give me a free  dessert . ,1
I was batting my eyelashes and flirting with the waiter . , I am using my feminine charms . , he is going to give me a free  dessert . ,1
I was batting my eyelashes and flirting with the waiter . , I am customer . , he's going to give me free food . ,1
I was batting my eyelashes and flirting with the waiter . , it's worked in the past . , he's going to give me free food . ,1
I was batting my eyelashes and flirting with the waiter . , I gave him a good tip . , he's going to give me free food . ,1
